etype=Set(modrxn|inrxn|rxnprod)	a	b	dir	sign	pathway=Discrete(REPLACE_ME)
rxnprod	REACT6891	species113582	1	1	Cell Cycle
modrxn	REACT6540	REACT6942	1	1	Cell Cycle
inrxn	REACT7825	REACT6942	1	1	Cell Cycle
rxnprod	REACT6942	REACT7542	1	1	Cell Cycle
modrxn	species4088061	REACT169321	1	1	Cell Cycle
inrxn	species29358	REACT169321	1	1	Cell Cycle
inrxn	E2305	REACT169321	1	1	Cell Cycle
rxnprod	REACT169321	species113582	1	1	Cell Cycle
rxnprod	REACT169321	species4088026	1	1	Cell Cycle
inrxn	REACT7124	REACT6845	1	1	Cell Cycle
rxnprod	REACT6845	REACT7542	1	1	Cell Cycle
rxnprod	REACT6845	species174257	1	1	Cell Cycle
inrxn	REACT7373	REACT9051	1	1	Cell Cycle
inrxn	REACT9292	REACT9051	1	1	Cell Cycle
rxnprod	REACT9051	REACT9153	1	1	Cell Cycle
inrxn	species68419	REACT1344	1	1	Cell Cycle
inrxn	REACT4621	REACT1344	1	1	Cell Cycle
rxnprod	REACT1344	REACT3283	1	1	Cell Cycle
modrxn	REACT7165	REACT6723	1	1	Cell Cycle
inrxn	REACT7642	REACT6723	1	1	Cell Cycle
inrxn	species113595	REACT6723	1	1	Cell Cycle
rxnprod	REACT6723	REACT160733	1	1	Cell Cycle
inrxn	REACT5497	REACT1408	1	1	Cell Cycle
rxnprod	REACT1408	REACT3725	1	1	Cell Cycle
rxnprod	REACT1408	REACT2843	1	1	Cell Cycle
modrxn	REACT6992	REACT6827	1	1	Cell Cycle
inrxn	REACT7039	REACT6827	1	1	Cell Cycle
inrxn	species113595	REACT6827	1	1	Cell Cycle
rxnprod	REACT6827	REACT7461	1	1	Cell Cycle
modrxn	E84515	REACT6768	1	1	Cell Cycle
inrxn	species169515	REACT6768	1	1	Cell Cycle
rxnprod	REACT6768	species169509	1	1	Cell Cycle
modrxn	species2993899	REACT160221	1	1	Cell Cycle
inrxn	species29358	REACT160221	1	1	Cell Cycle
inrxn	REACT161104	REACT160221	1	1	Cell Cycle
rxnprod	REACT160221	species113582	1	1	Cell Cycle
rxnprod	REACT160221	species2537690	1	1	Cell Cycle
rxnprod	REACT160221	REACT160332	1	1	Cell Cycle
rxnprod	REACT160221	REACT161442	1	1	Cell Cycle
modrxn	E7465	REACT9057	1	1	Cell Cycle
inrxn	species29358	REACT9057	1	1	Cell Cycle
inrxn	REACT4932	REACT9057	1	1	Cell Cycle
rxnprod	REACT9057	species113582	1	1	Cell Cycle
rxnprod	REACT9057	REACT9202	1	1	Cell Cycle
inrxn	REACT169487	REACT169141	1	1	Cell Cycle
inrxn	E84962	REACT169141	1	1	Cell Cycle
rxnprod	REACT169141	REACT169665	1	1	Cell Cycle
modrxn	E5347	REACT6861	1	1	Cell Cycle
inrxn	REACT9334	REACT6861	1	1	Cell Cycle
inrxn	species29358	REACT6861	1	1	Cell Cycle
rxnprod	REACT6861	REACT7571	1	1	Cell Cycle
rxnprod	REACT6861	species113582	1	1	Cell Cycle
modrxn	REACT4763	REACT6922	1	1	Cell Cycle
inrxn	species169515	REACT6922	1	1	Cell Cycle
rxnprod	REACT6922	species169509	1	1	Cell Cycle
modrxn	REACT169665	REACT169343	1	1	Cell Cycle
inrxn	species113592	REACT169343	1	1	Cell Cycle
inrxn	REACT169665	REACT169343	1	1	Cell Cycle
rxnprod	REACT169343	species2574841	1	1	Cell Cycle
rxnprod	REACT169343	REACT170282	1	1	Cell Cycle
rxnprod	REACT169343	species29370	1	1	Cell Cycle
inrxn	REACT76872	REACT75884	1	1	Cell Cycle
inrxn	E373983	REACT75884	1	1	Cell Cycle
rxnprod	REACT75884	REACT76427	1	1	Cell Cycle
modrxn	REACT111614	REACT111089	1	1	Cell Cycle
inrxn	species68524	REACT111089	1	1	Cell Cycle
inrxn	REACT111614	REACT111089	1	1	Cell Cycle
