1.00000000	0	E351
0.99842271	0	E1994
0.99684543	1	E4695
0.99526814	0	E3396
0.99369085	0	E8452
0.99211356	1	E55832
0.99053628	0	E10488
0.98895899	0	E22976
0.98738170	0	E3313
0.98422713	0	E2885
0.98264984	0	E4928
0.98107256	0	E7534
0.97949527	1	E65005
0.97634069	0	E4088
0.97476341	0	E5499
0.97318612	1	E84665
0.97160883	0	E8454
0.97003155	1	E4719
0.96845426	0	E51643
0.96687697	0	E5597
0.96529968	0	E9641
0.96372240	1	E2932
0.96214511	0	E5566
0.95899054	0	E56893
0.95741325	0	E672
0.95583596	1	E4724
0.95425868	0	E5914
0.95268139	0	E7428
0.94952681	0	E8517
0.94637224	0	E7329
0.94321767	1	E4905
0.94006309	1	E5610
0.93848580	1	E1659
0.93690852	1	E8663
0.93533123	1	E3066
0.93375394	1	E57129
0.93217666	1	E27335
0.93059937	0	E2100
0.92902208	0	E7014
0.92744479	0	E3064
0.92586751	0	E6811
0.92429022	0	E9656
0.92271293	0	E7532
0.92113565	0	E7013
0.91955836	0	E8891
0.91798107	0	E580
0.91640379	0	E3326
0.91482650	0	E1017
0.91324921	0	E4311
0.91167192	0	E6804
0.91009464	0	E84557
0.90851735	0	E51547
0.90694006	0	E1457
0.90536278	0	E5250
0.90378549	0	E11337
0.90220820	0	E1937
0.90063091	0	E2033
0.89905363	0	E5295
0.89747634	0	E23612
0.89589905	0	E5970
0.89432177	0	E7431
0.89274448	0	E7536
0.89116719	0	E1654
0.88958991	0	E1956
0.88801262	0	E23400
0.88643533	0	E3320
0.88485804	0	E408
0.88328076	0	E2130
0.88170347	0	E509
0.88012618	0	E7416
0.87854890	0	E4093
0.87697161	0	E4869
0.87539432	0	E7186
0.87381703	0	E1026
0.87223975	0	E60
0.87066246	0	E11345
0.86908517	0	E8615
0.86750789	0	E3932
0.86593060	0	E9554
0.86435331	0	E8848
0.86277603	0	E10987
0.86119874	0	E1915
0.85962145	0	E3608
0.85804416	0	E6714
0.85646688	0	E604
0.85488959	0	E1387
0.85331230	0	E5578
0.85173502	0	E4087
0.85015773	0	E6310
0.84858044	0	E3065
0.84700315	0	E4670
0.84542587	0	E4363
0.84384858	0	E6844
0.84227129	0	E114609
0.84069401	0	E3611
0.83911672	0	E2534
0.83753943	0	E7529
0.83596215	0	E1660
0.83438486	0	E25942
0.83280757	1	E57506
0.83123028	0	E9768
0.82965300	0	E10038
0.82807571	0	E6611
0.82649842	0	E4193
0.82492114	0	E7386
0.82334385	0	E7175
0.82176656	0	E3106
0.82018927	0	E5594
0.81861199	0	E8453
0.81703470	1	E55967
0.81545741	1	E8892
0.81388013	0	E8618
0.81230284	0	E1244
0.81072555	0	E5335
0.80914826	0	E6421
0.80757098	1	E8775
0.80599369	1	E56257
0.80441640	0	E7189
0.80283912	0	E26515
0.80126183	0	E9801
0.79968454	0	E23710
0.79810726	0	E4716
0.79652997	0	E342371
0.79495268	0	E10134
0.79337539	0	E8350
0.79179811	0	E4728
0.79022082	1	E29088
0.78706625	0	E3192
0.78548896	0	E988
0.78391167	0	E409
0.78233438	0	E5501
0.78075710	0	E1499
0.77917981	0	E8450
0.77602524	0	E5885
0.77444795	0	E7150
0.77287066	0	E79797
0.77129338	0	E7046
0.76971609	0	E6667
0.76813880	0	E10971
0.76656151	0	E57630
0.76498423	0	E2335
0.76340694	0	E2869
0.76182965	0	E4722
0.76025237	0	E51073
0.75867508	0	E3178
0.75709779	0	E57062
0.75552050	1	E7412
0.75394322	1	E23043
0.75236593	0	E55697
0.75078864	0	E10921
0.74921136	0	E81622
0.74763407	0	E8988
0.74605678	0	E1822
0.74447950	0	E10277
0.74290221	0	E3312
0.74132492	1	E10269
0.73974763	0	E57801
0.73817035	0	E57602
0.73659306	0	E84464
0.73501577	0	E7327
0.73343849	0	E64343
0.73186120	0	E26270
0.73028391	0	E4609
0.72870662	0	E219541
0.72712934	0	E57599
0.72555205	0	E5564
0.72397476	0	E2317
0.72239748	0	E3184
0.72082019	1	E399687
0.71924290	0	E8649
0.71766562	0	E3455
0.71608833	0	E3305
0.71451104	0	E10289
0.71293375	0	E1432
0.71135647	0	E90441
0.70977918	0	E6462
0.70820189	0	E3609
0.70662461	0	E6834
0.70504732	0	E375
0.70347003	0	E57617
0.70189274	0	E25913
0.70031546	0	E9584
0.69873817	0	E25
0.69716088	1	E8667
0.69558360	0	E8673
0.69400631	0	E1454
0.69242902	0	E10980
0.69085174	0	E4904
0.68927445	0	E7417
0.68769716	0	E51024
0.68611987	0	E367
0.68454259	0	E1737
0.68296530	0	E523
0.68138801	0	E3656
0.67981073	0	E5990
0.67823344	0	E5300
0.67665615	0	E8655
0.67507886	0	E5340
0.67350158	0	E4358
0.67192429	0	E10244
0.67034700	1	E23098
0.66876972	0	E525
0.66719243	0	E64750
0.66561514	0	E6390
0.66403785	0	E27089
0.66246057	0	E7360
0.66088328	0	E10236
0.65930599	0	E4851
0.65772871	0	E10478
0.65615142	0	E22938
0.65457413	0	E10135
0.65299685	0	E9342
